feature_id,total_times_active,average_activated_value,std_activated_value,total_times_active_hot,average_activated_value_hot,std_activated_value_hot,total_times_active_cold,average_activated_value_cold,std_activated_value_cold,delta_total_times_active,delta_average_activated_value
129,17,2.406027,1.266857,6,3.034841,0.893926,11,2.063037,1.308108,-5,0.971804
23025,7,0.455357,0.216524,1,0.52581,0.0,6,0.443615,0.2318,-5,0.082195
2593,7,1.400828,1.799091,6,0.929678,1.490741,1,4.227727,0.0,5,-3.29805
22056,7,2.615076,2.902857,6,1.872476,2.443526,1,7.07068,0.0,5,-5.198204
11142,21,4.17678,5.939194,8,5.24837,6.424626,13,3.517339,5.517163,-5,1.731031
22751,9,0.254652,0.32849,2,0.526,0.292372,7,0.177124,0.295407,-5,0.348876
1190,5,0.927399,0.505864,0,0.0,0.0,5,0.927399,0.505864,-5,-0.927399
6616,5,0.480103,0.187177,5,0.480103,0.187177,0,0.0,0.0,5,0.480103
11170,11,0.697868,0.886288,3,0.300886,0.163219,8,0.846737,0.994395,-5,-0.545851
12994,5,0.850942,0.596709,0,0.0,0.0,5,0.850942,0.596709,-5,-0.850942
10047,5,0.608843,0.288418,5,0.608843,0.288418,0,0.0,0.0,5,0.608843
14295,5,0.064592,0.03641,5,0.064592,0.03641,0,0.0,0.0,5,0.064592
1374,7,0.798152,0.676548,6,0.650459,0.617504,1,1.684312,0.0,5,-1.033853
9719,7,2.278681,2.081729,6,1.744306,1.748418,1,5.484931,0.0,5,-3.740624
14641,17,0.707902,0.569101,11,0.706316,0.590647,6,0.710808,0.527306,5,-0.004492
11989,19,4.129006,4.407714,12,4.189157,4.637453,7,4.02589,3.981054,5,0.163268
18986,7,2.236611,2.223406,6,1.791163,2.092483,1,4.909303,0.0,5,-3.11814
522,5,0.213911,0.175955,5,0.213911,0.175955,0,0.0,0.0,5,0.213911
24020,13,0.305801,0.163908,4,0.284018,0.161174,9,0.315483,0.164183,-5,-0.031465
2421,5,0.459552,0.344786,5,0.459552,0.344786,0,0.0,0.0,5,0.459552
18131,5,1.413294,1.427585,0,0.0,0.0,5,1.413294,1.427585,-5,-1.413294
5248,9,0.510976,0.222822,7,0.470581,0.237681,2,0.652358,0.0,5,-0.181777
11082,7,0.236846,0.115396,1,0.272842,0.0,6,0.230846,0.123627,-5,0.041996
15770,5,0.492891,0.27789,0,0.0,0.0,5,0.492891,0.27789,-5,-0.492891
3553,5,0.803119,0.762311,5,0.803119,0.762311,0,0.0,0.0,5,0.803119
5541,5,1.030651,0.766528,5,1.030651,0.766528,0,0.0,0.0,5,1.030651
2357,72,0.990034,1.034916,38,1.006934,1.021614,34,0.971146,1.049261,4,0.035788
8560,116,0.693169,0.613304,60,0.672893,0.672994,56,0.714893,0.541265,4,-0.042
9840,16,1.955244,1.156852,10,1.672452,1.201174,6,2.426563,0.899271,4,-0.754112
10352,36,0.659096,0.488288,20,0.630277,0.486575,16,0.695119,0.488034,4,-0.064842
13952,58,0.449708,0.433263,31,0.411643,0.354534,27,0.493413,0.505326,4,-0.08177
17141,132,5.840241,5.30946,64,10.717718,3.337888,68,1.249674,0.879013,-4,9.468044
22891,984,0.130184,0.009073,494,0.130593,0.012232,490,0.129772,0.00376,4,0.000821
1644,4,0.240661,0.13802,0,0.0,0.0,4,0.240661,0.13802,-4,-0.240661
6589,64,0.527097,0.379931,30,0.412069,0.280175,34,0.628593,0.424822,-4,-0.216524
8898,60,1.680665,1.093109,28,1.752721,1.093348,32,1.617615,1.088995,-4,0.135106
18725,94,1.167395,0.83079,49,1.151815,0.821205,45,1.184359,0.840775,4,-0.032544
18896,10,0.527738,0.397256,3,0.647832,0.300289,7,0.47627,0.421865,-4,0.171562
22501,10,0.443776,0.343674,3,0.525825,0.372518,7,0.408613,0.324248,-4,0.117213
1273,4,0.550324,0.216637,0,0.0,0.0,4,0.550324,0.216637,-4,-0.550324
3585,54,0.440495,0.365865,25,0.435813,0.341105,29,0.444532,0.385892,-4,-0.008719
9660,20,2.493153,1.400272,12,1.997784,1.160026,8,3.236205,1.401143,4,-1.238421
11505,18,1.378094,0.961866,7,1.421248,1.015593,11,1.350633,0.925006,-4,0.070615
12101,66,1.123355,0.90188,31,1.150875,0.91093,35,1.09898,0.893079,-4,0.051895
13436,148,0.673646,0.579052,72,0.785364,0.663578,76,0.567808,0.461268,-4,0.217556
13831,8,0.573714,0.332485,6,0.469345,0.322215,2,0.886823,0.0,4,-0.417478
16624,10,0.433913,0.356638,3,0.349979,0.322094,7,0.469884,0.36459,-4,-0.119906
17197,4,0.329178,0.129351,4,0.329178,0.129351,0,0.0,0.0,4,0.329178
18773,38,0.609596,0.400863,21,0.546476,0.338182,17,0.687566,0.454878,4,-0.14109
21416,4,0.259978,0.350809,4,0.259978,0.350809,0,0.0,0.0,4,0.259978
7212,130,1.074631,0.708216,63,1.338633,0.751435,67,0.826391,0.561331,-4,0.512242
14250,108,1.649622,1.046653,52,0.760705,0.64931,56,2.475045,0.553328,-4,-1.71434
22529,230,1.567199,1.454968,117,1.370009,1.434798,113,1.77137,1.447528,4,-0.401361
4316,14,1.128163,0.640221,9,0.991876,0.650205,5,1.373479,0.541368,4,-0.381603
13901,58,2.60079,2.569886,27,2.728215,2.615707,31,2.489806,2.524065,-4,0.238408
17216,28,6.009314,4.913779,16,5.314314,4.952347,12,6.935981,4.704797,4,-1.621667
20076,100,0.677957,0.56938,48,0.692276,0.575413,52,0.66474,0.563432,-4,0.027536
6547,118,1.305629,0.91334,57,1.349679,0.965031,61,1.264468,0.860206,-4,0.085211
14964,222,1.168211,0.822395,109,1.437383,0.899534,113,0.908567,0.641017,-4,0.528816
20275,80,0.597763,0.497519,42,0.635337,0.513689,38,0.556233,0.47557,4,0.079104
2163,60,0.454064,0.416215,28,0.459922,0.389198,32,0.448938,0.438427,-4,0.010983
7943,4,0.275945,0.249319,0,0.0,0.0,4,0.275945,0.249319,-4,-0.275945
7500,12,0.422745,0.34466,4,0.313615,0.103816,8,0.477311,0.404802,-4,-0.163696
23919,12,1.411694,1.41726,4,1.998266,1.40663,8,1.118408,1.328752,-4,0.879858
31,38,0.316118,0.273078,17,0.308896,0.248333,21,0.321963,0.291444,-4,-0.013067
1214,30,0.596892,0.457832,17,0.574347,0.440469,13,0.626374,0.477988,4,-0.052027
7918,6,0.51126,0.236278,1,0.320556,0.0,5,0.5494,0.24138,-4,-0.228844
8098,58,0.641263,0.666443,27,0.629173,0.674127,31,0.651793,0.659498,-4,-0.02262
17385,22,1.227092,0.74566,13,1.138024,0.722286,9,1.355745,0.759974,4,-0.217721
21844,6,0.413275,0.414979,5,0.469461,0.433252,1,0.13234,0.0,4,0.337121
2258,40,0.601575,0.541257,18,0.706933,0.52588,22,0.515373,0.538398,-4,0.19156
4853,30,0.761974,0.528639,17,0.733965,0.526582,13,0.798602,0.529084,4,-0.064637
13279,8,0.18088,0.285137,2,0.018452,0.014183,6,0.235022,0.310823,-4,-0.21657
7665,42,2.375693,3.074203,23,2.26442,2.959316,19,2.510392,3.202607,4,-0.245972
20906,22,0.416767,0.187098,9,0.388524,0.160814,13,0.43632,0.201003,-4,-0.047797
180,42,1.561321,1.586046,19,1.682922,1.616934,23,1.460867,1.552902,-4,0.222055
3258,4,0.743568,0.567913,4,0.743568,0.567913,0,0.0,0.0,4,0.743568
10197,50,1.409472,1.365659,23,1.345127,1.418464,27,1.464284,1.316533,-4,-0.119158
16425,8,0.705743,0.595139,6,0.4511,0.459846,2,1.469671,0.065343,4,-1.018572
612,14,0.435064,0.496415,9,0.34952,0.400986,5,0.589043,0.60307,4,-0.239523
2296,6,0.544727,0.19535,5,0.516541,0.202552,1,0.685658,0.0,4,-0.169117
6829,22,0.419588,0.451514,9,0.511078,0.537446,13,0.356249,0.367727,-4,0.154829
7572,10,0.561583,0.225794,7,0.520793,0.240113,3,0.65676,0.14992,4,-0.135967
9113,218,2.201232,2.456285,111,2.234788,2.438154,107,2.166421,2.474474,4,0.068367
11004,4,0.652032,0.214808,4,0.652032,0.214808,0,0.0,0.0,4,0.652032
17841,46,1.752597,1.46387,21,1.824708,1.551022,25,1.692023,1.383534,-4,0.132685
19365,34,0.727356,0.993456,19,0.682328,0.949981,15,0.784391,1.043146,4,-0.102064
23775,4,0.157652,0.114868,4,0.157652,0.114868,0,0.0,0.0,4,0.157652
3415,16,14.998517,8.009213,10,12.301518,8.983747,6,19.493514,2.054048,4,-7.191996
5025,4,0.401234,0.321874,4,0.401234,0.321874,0,0.0,0.0,4,0.401234
11176,4,0.331081,0.16983,4,0.331081,0.16983,0,0.0,0.0,4,0.331081
23387,12,0.872163,0.55149,8,0.728113,0.543907,4,1.160263,0.443004,4,-0.43215
945,18,0.210721,0.131946,11,0.233512,0.148919,7,0.174907,0.08843,4,0.058605
8597,6,0.719518,0.657709,5,0.601996,0.660477,1,1.307123,0.0,4,-0.705127
18302,4,0.398438,0.247472,4,0.398438,0.247472,0,0.0,0.0,4,0.398438
107,14,7.696477,5.359638,9,6.20489,5.502582,5,10.381332,3.836372,4,-4.176442
5348,20,2.720435,3.170903,8,3.376257,3.22752,12,2.283221,3.055361,-4,1.093036
17562,8,0.76131,0.547069,2,1.307859,0.0,6,0.579127,0.516026,-4,0.728732
1418,26,0.781664,0.862675,11,1.002802,0.915489,15,0.619496,0.783057,-4,0.383306
20025,4,0.248246,0.110721,4,0.248246,0.110721,0,0.0,0.0,4,0.248246
784,8,0.323116,0.248199,6,0.336689,0.283828,2,0.282398,0.050256,4,0.054291
4802,32,1.570669,2.457142,14,1.74282,2.578828,18,1.436775,2.349456,-4,0.306045
19283,18,2.23267,3.534781,7,2.664906,3.894083,11,1.95761,3.256002,-4,0.707297
23788,20,1.539143,2.290608,12,1.374464,2.129652,8,1.786163,2.492466,4,-0.4117
4184,62,0.759159,0.670471,33,0.746374,0.663814,29,0.773707,0.677674,4,-0.027333
21620,8,1.039816,0.423164,2,1.272742,0.116407,6,0.962174,0.458397,-4,0.310568
13055,6,0.968416,0.645354,1,1.851215,0.0,5,0.791856,0.55923,-4,1.059359
1993,12,1.153286,1.085961,4,1.177453,0.996823,8,1.141203,1.127697,-4,0.03625
3524,4,1.520333,0.923718,4,1.520333,0.923718,0,0.0,0.0,4,1.520333
12389,8,1.630491,1.227721,2,2.851159,0.0,6,1.223602,1.160817,-4,1.627557
16947,14,0.422449,0.328585,9,0.326665,0.24859,5,0.594859,0.380574,4,-0.268194
17508,4,0.242078,0.274649,0,0.0,0.0,4,0.242078,0.274649,-4,-0.242078
18327,22,1.225743,1.03839,9,1.033724,1.03782,13,1.358679,1.017779,-4,-0.324955
22787,12,0.892805,0.543074,8,0.712195,0.581355,4,1.254025,0.114539,4,-0.541831
2691,50,1.232302,1.276315,27,1.22373,1.241591,23,1.242366,1.315838,4,-0.018636
15157,14,0.487427,0.321382,5,0.49111,0.235059,9,0.48538,0.360499,-4,0.00573
17932,14,1.553458,1.698216,9,1.03094,1.426394,5,2.49399,1.742614,4,-1.46305
681,10,0.925846,0.471349,3,0.806152,0.237145,7,0.977143,0.533397,-4,-0.170991
1508,34,0.588397,0.395049,15,0.49207,0.331483,19,0.664444,0.423574,-4,-0.172375
18460,6,0.05433,0.040214,5,0.054843,0.044034,1,0.051769,0.0,4,0.003074
1570,22,1.275067,1.244792,9,0.911416,0.684986,13,1.526825,1.46372,-4,-0.615409
7290,32,1.381139,0.913923,14,1.241865,0.973749,18,1.489463,0.84888,-4,-0.247598
7957,6,0.352531,0.337223,1,0.098778,0.0,5,0.403282,0.347864,-4,-0.304504
13803,22,0.760576,0.836459,9,0.84367,0.893153,13,0.703049,0.789739,-4,0.140621
14083,4,0.486151,0.46838,0,0.0,0.0,4,0.486151,0.46838,-4,-0.486151
21565,8,0.570214,0.359401,2,0.528077,0.279077,6,0.58426,0.381412,-4,-0.056184
24535,4,0.174648,0.133887,0,0.0,0.0,4,0.174648,0.133887,-4,-0.174648
6095,12,0.558243,0.521486,8,0.384838,0.232529,4,0.905052,0.726146,4,-0.520213
7485,18,1.07101,0.875658,11,1.189968,0.937864,7,0.884077,0.729602,4,0.305891
3569,20,0.527567,0.533906,12,0.462294,0.516495,8,0.625477,0.544528,4,-0.163183
6681,6,0.158529,0.07796,1,0.192282,0.0,5,0.151779,0.083785,-4,0.040503
8903,10,0.308753,0.233385,3,0.373841,0.258665,7,0.280858,0.21574,-4,0.092983
12459,10,0.385105,0.198371,3,0.290397,0.029914,7,0.425695,0.224367,-4,-0.135298
2284,10,0.486865,0.412427,3,0.539292,0.41994,7,0.464395,0.407104,-4,0.074897
23837,8,0.314202,0.254546,2,0.068505,0.055016,6,0.396101,0.241977,-4,-0.327597
12608,4,0.699348,0.846442,4,0.699348,0.846442,0,0.0,0.0,4,0.699348
20635,8,1.833278,1.573059,6,1.339212,1.468721,2,3.315476,0.70528,4,-1.976263
5184,6,0.216958,0.249138,1,0.114309,0.0,5,0.237487,0.268244,-4,-0.123178
16318,8,0.520718,0.474286,2,0.686155,0.575681,6,0.465572,0.421065,-4,0.220584
20968,8,1.150364,0.783063,2,1.775473,0.539726,6,0.941995,0.739466,-4,0.833478
23781,6,2.210181,2.613612,1,5.893907,0.0,5,1.473436,2.222701,-4,4.420471
15198,64,2.237163,2.184082,34,2.175782,2.144372,30,2.306728,2.226186,4,-0.130946
18907,12,1.079496,0.999471,8,1.303778,1.076184,4,0.630931,0.61536,4,0.672848
23252,4,0.432377,0.434068,0,0.0,0.0,4,0.432377,0.434068,-4,-0.432377
23936,4,0.691943,0.672606,0,0.0,0.0,4,0.691943,0.672606,-4,-0.691943
12273,22,1.969589,1.542137,13,1.85085,1.544516,9,2.1411,1.522431,4,-0.290251
8731,6,2.319351,1.538087,5,2.688566,1.421596,1,0.473277,0.0,4,2.215289
12363,4,0.348689,0.314766,0,0.0,0.0,4,0.348689,0.314766,-4,-0.348689
21815,6,0.552712,0.316216,5,0.62792,0.293349,1,0.176675,0.0,4,0.451245
822,30,1.253071,0.99322,17,1.19821,0.981226,13,1.324813,1.004176,4,-0.126604
2618,4,0.324441,0.169404,4,0.324441,0.169404,0,0.0,0.0,4,0.324441
14864,6,3.069254,3.608566,5,2.051266,3.067296,1,8.159193,0.0,4,-6.107927
22305,6,0.715511,0.386261,1,0.404486,0.0,5,0.777716,0.39474,-4,-0.37323
18826,8,0.452505,0.143844,2,0.50788,0.059437,6,0.434046,0.158265,-4,0.073834
23607,18,0.236322,0.187151,11,0.293179,0.18905,7,0.146975,0.144362,4,0.146204
6197,88,2.74111,2.366741,46,2.687854,2.331746,42,2.799438,2.40313,4,-0.111583
14240,10,1.416152,1.24408,3,1.908042,1.388593,7,1.205343,1.112001,-4,0.702699
21222,12,1.868189,1.377789,8,1.575978,1.357008,4,2.45261,1.224597,4,-0.876632
8023,4,0.143734,0.086309,0,0.0,0.0,4,0.143734,0.086309,-4,-0.143734
19307,4,0.336431,0.177875,0,0.0,0.0,4,0.336431,0.177875,-4,-0.336431
5702,4,1.172501,1.058566,0,0.0,0.0,4,1.172501,1.058566,-4,-1.172501
16999,4,1.03046,0.590238,4,1.03046,0.590238,0,0.0,0.0,4,1.03046
18012,4,0.902822,0.809746,0,0.0,0.0,4,0.902822,0.809746,-4,-0.902822
19845,14,0.453877,0.308778,9,0.387474,0.194793,5,0.5734,0.420049,4,-0.185926
8756,6,0.811136,0.400321,5,0.960363,0.242271,1,0.064999,0.0,4,0.895364
2941,6,1.381195,1.432941,1,3.395384,0.0,5,0.978357,1.220784,-4,2.417027
4114,8,1.438146,1.488877,2,2.421869,2.264766,6,1.110238,0.903248,-4,1.311631
18493,6,1.400934,1.313858,5,1.038254,1.132361,1,3.214339,0.0,4,-2.176085
21838,12,1.415796,1.080998,4,0.805594,0.660341,8,1.720896,1.120514,-4,-0.915302
24572,6,0.272877,0.315488,1,0.105884,0.0,5,0.306275,0.335778,-4,-0.200391
21393,4,0.389749,0.31936,4,0.389749,0.31936,0,0.0,0.0,4,0.389749
4046,16,9.831114,8.548974,10,7.955519,8.517447,6,12.957106,7.638506,4,-5.001587
11738,4,1.002285,0.830547,0,0.0,0.0,4,1.002285,0.830547,-4,-1.002285
19623,4,0.108367,0.095997,4,0.108367,0.095997,0,0.0,0.0,4,0.108367
1111,8,3.187946,2.755141,6,2.387011,2.549286,2,5.590749,1.78008,4,-3.203737
12359,24,1.019794,0.821649,14,0.952033,0.825321,10,1.114661,0.806978,4,-0.162628
720,6,3.062905,3.814024,5,1.986252,3.240531,1,8.446172,0.0,4,-6.45992
8539,4,0.340015,0.379648,0,0.0,0.0,4,0.340015,0.379648,-4,-0.340015
9375,12,0.477011,0.499196,4,0.198953,0.185037,8,0.61604,0.546524,-4,-0.417087
12828,4,0.347011,0.278075,4,0.347011,0.278075,0,0.0,0.0,4,0.347011
18891,8,0.641399,0.746246,6,0.737542,0.837571,2,0.352971,0.10971,4,0.38457
969,4,0.453995,0.25787,4,0.453995,0.25787,0,0.0,0.0,4,0.453995
13372,4,0.77986,0.205983,4,0.77986,0.205983,0,0.0,0.0,4,0.77986
15711,8,0.380938,0.305792,6,0.361105,0.336028,2,0.440436,0.174843,4,-0.079331
8074,4,0.576902,0.307293,4,0.576902,0.307293,0,0.0,0.0,4,0.576902
8896,4,0.397738,0.366203,4,0.397738,0.366203,0,0.0,0.0,4,0.397738
4369,6,0.513627,0.321113,1,0.449602,0.0,5,0.526432,0.350361,-4,-0.07683
2599,4,0.555898,0.315423,4,0.555898,0.315423,0,0.0,0.0,4,0.555898
18059,8,0.833263,0.761449,2,0.236447,0.055063,6,1.032201,0.783426,-4,-0.795755
21723,4,0.371948,0.439533,4,0.371948,0.439533,0,0.0,0.0,4,0.371948
18181,4,0.153225,0.042199,4,0.153225,0.042199,0,0.0,0.0,4,0.153225
1617,6,0.230739,0.180201,5,0.225055,0.196909,1,0.259159,0.0,4,-0.034105
3989,4,0.440997,0.229791,0,0.0,0.0,4,0.440997,0.229791,-4,-0.440997
14573,4,0.139649,0.096151,4,0.139649,0.096151,0,0.0,0.0,4,0.139649
449,6,1.345604,0.459837,1,1.276005,0.0,5,1.359524,0.502571,-4,-0.083519
3246,4,1.049275,0.528336,4,1.049275,0.528336,0,0.0,0.0,4,1.049275
10138,4,0.191374,0.287959,0,0.0,0.0,4,0.191374,0.287959,-4,-0.191374
23798,4,0.34288,0.185968,0,0.0,0.0,4,0.34288,0.185968,-4,-0.34288
9629,4,0.294108,0.183988,0,0.0,0.0,4,0.294108,0.183988,-4,-0.294108
18642,6,0.525076,0.275825,5,0.577125,0.273935,1,0.264828,0.0,4,0.312298
11748,4,0.769864,0.668631,0,0.0,0.0,4,0.769864,0.668631,-4,-0.769864
1953,6,0.877503,1.024907,1,0.44405,0.0,5,0.964194,1.102465,-4,-0.520144
1934,4,0.432573,0.304705,0,0.0,0.0,4,0.432573,0.304705,-4,-0.432573
24447,4,0.624642,0.554148,4,0.624642,0.554148,0,0.0,0.0,4,0.624642
6738,5,0.393218,0.258983,4,0.318019,0.235724,1,0.694013,0.0,3,-0.375994
9313,5,0.617687,0.432491,1,0.373955,0.0,4,0.67862,0.463946,-3,-0.304665
12032,15,0.527775,0.345533,6,0.687789,0.378182,9,0.421098,0.27421,-3,0.266691
12477,91,0.396104,0.374347,47,0.393012,0.366798,44,0.399407,0.382218,3,-0.006396
14123,5,0.192335,0.105067,4,0.157432,0.087792,1,0.33195,0.0,3,-0.174519
19349,59,1.579941,1.049968,28,1.743548,1.098886,31,1.432166,0.980548,-3,0.311382
21359,17,0.383657,0.486538,10,0.502779,0.596813,7,0.213483,0.129702,3,0.289296
21744,161,1.069247,0.889189,82,1.132358,0.892918,79,1.00374,0.880531,3,0.128618
9801,69,9.88319,11.845033,33,10.277612,11.961916,36,9.521636,11.725217,-3,0.755976
23710,565,1.923642,1.21161,281,1.932017,1.209328,284,1.915355,1.213807,-3,0.016662
23765,305,0.989704,0.795574,151,0.949921,0.755713,154,1.028712,0.83096,-3,-0.078791
2784,197,1.80498,1.495042,97,1.847242,1.486959,100,1.763985,1.501705,-3,0.083257
3121,47,3.473854,6.268648,22,3.657206,6.431638,25,3.312505,6.117084,-3,0.344701
7341,7,0.545661,0.370023,5,0.452216,0.353843,2,0.779275,0.299653,3,-0.32706
7796,165,1.1732,0.964783,84,1.155444,0.965162,81,1.191613,0.964043,3,-0.036169
13868,3,0.245062,0.121488,0,0.0,0.0,3,0.245062,0.121488,-3,-0.245062
16564,11,0.486499,0.300255,7,0.337778,0.203153,4,0.746762,0.263162,3,-0.408984
1764,5,1.516968,0.668069,1,1.973536,0.0,4,1.402826,0.701964,-3,0.57071
3172,13,0.420217,0.420091,8,0.512778,0.472014,5,0.272119,0.258309,3,0.240659
4688,3,0.351703,0.336899,3,0.351703,0.336899,0,0.0,0.0,3,0.351703
8061,21,19.147945,12.702835,12,17.799642,13.775499,9,20.945684,10.855251,3,-3.146042
9377,5,0.309387,0.330311,1,0.150648,0.0,4,0.349072,0.358479,-3,-0.198424
12265,29,0.801994,0.675491,16,0.797511,0.646315,13,0.807513,0.709717,3,-0.010002
13225,95,0.937006,1.032696,46,0.932773,1.039411,49,0.940979,1.026337,-3,-0.008207
14109,39,1.425056,1.472005,18,1.567944,1.698594,21,1.302581,1.232277,-3,0.265364
14773,131,0.604489,0.558743,64,0.608521,0.589472,67,0.600637,0.527694,-3,0.007884
17687,109,0.670695,0.609193,56,0.669744,0.609943,53,0.6717,0.608398,3,-0.001955
22698,115,1.259831,1.051975,56,1.260914,1.056828,59,1.258802,1.047347,-3,0.002112
2881,13,0.365837,0.238801,5,0.423967,0.208566,8,0.329505,0.249094,-3,0.094461
8676,7,1.794981,1.457467,2,3.031827,0.379413,5,1.300243,1.435142,-3,1.731585
1735,81,1.468125,0.877844,42,1.441641,0.875043,39,1.496646,0.879959,3,-0.055005
11641,443,0.654306,0.530112,220,0.656586,0.53102,223,0.652056,0.529205,-3,0.004529
10564,9,0.31769,0.200609,6,0.317645,0.222218,3,0.317781,0.148223,3,-0.000136
10998,31,3.182191,2.666415,17,2.949099,2.654249,14,3.46523,2.65373,3,-0.51613
12913,111,1.0025,0.797897,57,0.99009,0.802059,54,1.015599,0.793269,3,-0.025509
15324,3,0.630457,0.474539,0,0.0,0.0,3,0.630457,0.474539,-3,-0.630457
4417,53,1.162385,1.138787,28,1.130722,1.134368,25,1.197847,1.142676,3,-0.067125
5435,9,1.149581,0.935659,3,1.42238,1.028189,6,1.013181,0.853689,-3,0.409199
7726,21,1.632324,0.855701,12,1.593705,0.843296,9,1.683815,0.869302,3,-0.090111
17225,61,1.525962,1.847632,29,1.548869,1.894374,32,1.505203,1.803974,-3,0.043666
17295,25,0.875069,0.875927,11,0.992594,0.869915,14,0.782727,0.86955,-3,0.209867
20911,31,1.733384,1.459633,17,1.719962,1.424179,14,1.749683,1.501396,3,-0.02972
21526,129,1.488421,1.709496,63,1.517864,1.718642,66,1.460317,1.700244,-3,0.057546
5413,157,0.564846,0.509978,80,0.549268,0.525202,77,0.581032,0.493142,3,-0.031764
7673,11,0.538929,0.303844,4,0.618374,0.348229,7,0.493532,0.264793,-3,0.124842
19929,5,0.664981,0.461489,1,0.368107,0.0,4,0.739199,0.488542,-3,-0.371092
20988,191,0.452957,0.451577,94,0.461885,0.460808,97,0.444305,0.442276,-3,0.01758
21047,21,0.841358,0.633974,12,0.787312,0.613798,9,0.913418,0.652994,3,-0.126105
1129,3,0.222534,0.100365,3,0.222534,0.100365,0,0.0,0.0,3,0.222534
940,19,10.826611,13.073371,8,12.801935,13.351555,11,9.390012,12.675382,-3,3.411923
7835,5,0.216787,0.07633,4,0.209415,0.083732,1,0.246273,0.0,3,-0.036858
14614,87,0.489337,0.399192,45,0.502401,0.397669,42,0.47534,0.400344,3,0.027061
17723,3,0.265537,0.180107,3,0.265537,0.180107,0,0.0,0.0,3,0.265537
21099,43,0.920732,0.665343,23,0.864956,0.677172,20,0.984874,0.645544,3,-0.119918
486,63,2.600169,2.126466,33,2.541534,2.108363,30,2.664668,2.144353,3,-0.123134
1864,15,2.151745,1.37202,6,2.660244,1.029281,9,1.812747,1.464179,-3,0.847497
2818,9,1.417878,1.763308,6,1.266801,1.554519,3,1.720033,2.087525,3,-0.453232
4186,21,0.577471,0.634787,9,0.622439,0.511247,12,0.543745,0.711679,-3,0.078694
12878,11,1.213174,0.973937,7,1.263834,0.839999,4,1.124519,1.166779,3,0.139315
13852,11,0.900322,0.568007,7,0.896805,0.546838,4,0.906477,0.603219,3,-0.009671
16238,85,0.369156,0.303786,41,0.372611,0.304869,44,0.365938,0.302739,-3,0.006673
23497,81,0.703763,0.716536,42,0.692788,0.707739,39,0.715583,0.725705,3,-0.022795
19773,83,0.699076,0.533874,40,0.64201,0.503127,43,0.752161,0.555729,-3,-0.110151
19973,73,1.98599,1.584501,35,2.051948,1.584728,38,1.92524,1.581861,-3,0.126708
22444,37,0.568308,0.402578,17,0.569403,0.419356,20,0.567378,0.387744,-3,0.002026
23169,3,0.162267,0.078601,3,0.162267,0.078601,0,0.0,0.0,3,0.162267
3739,3,0.37642,0.280502,3,0.37642,0.280502,0,0.0,0.0,3,0.37642
8699,7,0.745079,0.907369,2,0.328179,0.048565,5,0.911839,1.026826,-3,-0.58366
2275,41,0.552975,0.617434,22,0.621552,0.733352,19,0.473569,0.433787,3,0.147983
10701,3,0.718841,0.503309,3,0.718841,0.503309,0,0.0,0.0,3,0.718841
20318,5,0.464893,0.328991,1,0.255181,0.0,4,0.517321,0.348641,-3,-0.26214
12561,7,0.225194,0.211642,2,0.077178,0.009372,5,0.2844,0.224512,-3,-0.207222
21776,7,0.264756,0.279472,2,0.166731,0.008091,5,0.303966,0.322396,-3,-0.137235
6053,7,0.386213,0.264687,5,0.254419,0.13806,2,0.715699,0.213475,3,-0.461279
4439,43,0.602036,0.879579,20,0.619598,0.908893,23,0.586764,0.852976,-3,0.032834
6471,33,0.666067,0.609064,18,0.62814,0.598487,15,0.711579,0.618456,3,-0.083439
13336,9,4.89968,3.593349,6,3.862781,3.593022,3,6.97348,2.542811,3,-3.110699
13418,3,0.469862,0.332408,0,0.0,0.0,3,0.469862,0.332408,-3,-0.469862
17201,33,0.623094,0.373317,18,0.603958,0.377434,15,0.646057,0.367001,3,-0.042099
20873,11,0.302982,0.556476,7,0.256807,0.501516,4,0.383789,0.633375,3,-0.126982
21757,11,0.293358,0.186215,4,0.34348,0.188375,7,0.264718,0.178768,-3,0.078762
14197,5,1.216962,0.883591,4,0.954463,0.794599,1,2.266958,0.0,3,-1.312495
17764,51,0.260333,0.230585,24,0.256267,0.227461,27,0.263948,0.233267,-3,-0.00768
24228,47,0.410131,0.389665,22,0.418828,0.401093,25,0.402478,0.379159,-3,0.01635
13536,5,0.164529,0.159208,4,0.116778,0.142419,1,0.355532,0.0,3,-0.238753
14182,13,10.259,17.553866,5,12.85771,19.267981,8,8.634806,16.181203,-3,4.222904
6444,3,0.386518,0.167109,0,0.0,0.0,3,0.386518,0.167109,-3,-0.386518
12557,53,1.132455,1.095653,25,1.164699,1.104464,28,1.103665,1.086917,-3,0.061033
16927,39,1.282674,1.433465,21,1.215355,1.4046,18,1.361214,1.462512,3,-0.145859
18065,17,0.508572,0.358951,7,0.503406,0.339631,10,0.512189,0.371836,-3,-0.008783
2415,15,1.424512,1.155675,9,1.389438,1.049993,6,1.477123,1.296387,3,-0.087685
3450,7,3.172793,2.513775,5,2.302031,2.488554,2,5.349699,0.0,3,-3.047668
9773,13,0.96635,0.704067,8,0.724898,0.560801,5,1.352672,0.736971,3,-0.627774
9792,9,0.347964,0.103221,6,0.350872,0.095173,3,0.342147,0.117462,3,0.008725
10792,37,1.662379,1.368952,17,1.779167,1.367589,20,1.56311,1.362261,-3,0.216057
