feature_id,total_times_active,average_activated_value,std_activated_value,total_times_active_hot,average_activated_value_hot,std_activated_value_hot,total_times_active_cold,average_activated_value_cold,std_activated_value_cold,delta_total_times_active,delta_average_activated_value
1695,41,28.987736,5.847702,8,29.111968,5.303285,33,28.95762,5.971824,-25,0.154348
3288,25,31.194604,6.079585,0,0.0,0.0,25,31.194604,6.079585,-25,-31.194604
9665,57,33.296861,9.534213,16,27.18151,3.67166,41,35.683339,10.041141,-25,-8.501829
1673,25,22.593041,7.441043,0,0.0,0.0,25,22.593041,7.441043,-25,-22.593041
6726,25,19.976491,4.752649,25,19.976491,4.752649,0,0.0,0.0,25,19.976491
2948,29,27.905919,3.839771,27,27.665735,3.670636,2,31.148403,4.538727,25,-3.482668
11201,25,39.371935,8.901787,25,39.371935,8.901787,0,0.0,0.0,25,39.371935
1474,31,33.363713,6.765687,28,33.991977,6.668246,3,27.499911,4.463603,25,6.492066
1394,29,43.129354,17.755975,2,56.161005,25.526281,27,42.164047,16.638838,-25,13.996958
976,55,24.912201,7.99974,40,23.941439,7.272401,15,27.500901,9.187103,25,-3.559462
294,55,23.019099,14.237352,15,18.148988,4.862127,40,24.845391,16.05057,-25,-6.696403
175,830,61.871226,31.001724,403,62.404634,31.374023,427,61.367798,30.637685,-24,1.036835
818,130,29.657532,11.544079,77,28.537911,11.02697,53,31.284153,12.07293,24,-2.746242
5932,224,21.784548,3.58228,124,21.912343,3.592209,100,21.626082,3.563569,24,0.28626
7550,46,40.83102,14.914845,11,40.391035,14.170817,35,40.969301,15.138492,-24,-0.578266
8557,36,31.884626,3.552767,6,29.318006,2.377857,30,32.39795,3.526292,-24,-3.079944
11440,1036,42.596318,2.418406,530,42.413123,2.701933,506,42.788202,2.063034,24,-0.375079
2253,26,37.792266,6.83372,1,29.07011,0.0,25,38.141152,6.738171,-24,-9.071042
5569,138,28.854779,5.821353,81,28.57564,5.745089,57,29.251449,5.905388,24,-0.675808
6133,116,28.393643,5.274882,46,29.302361,5.481765,70,27.796486,5.046064,-24,1.505876
7,414,50.601966,44.285006,219,50.718001,44.230699,195,50.47165,44.345555,24,0.246351
505,150,30.085569,17.522698,87,28.654066,16.822193,63,32.062407,18.262838,24,-3.408341
3645,80,21.733015,8.256191,28,21.754008,8.701064,52,21.721712,8.006389,-24,0.032297
10427,250,23.354948,5.16324,113,22.867206,4.808852,137,23.757247,5.405172,-24,-0.890041
1054,336,31.803713,13.89663,156,31.282504,13.712265,180,32.255428,14.038812,-24,-0.972925
9238,58,37.262918,5.878624,17,37.587609,4.062459,41,37.12829,6.479387,-24,0.459319
2046,36,34.225563,8.236844,30,32.654616,7.244764,6,42.080301,8.402632,24,-9.425685
1829,88,28.930242,3.560776,32,28.914011,3.616892,56,28.939517,3.528276,-24,-0.025505
5895,30,36.062916,7.320434,27,36.884195,7.240536,3,28.671405,1.831504,24,8.21279
5952,52,31.183461,4.468207,38,31.472012,4.672331,14,30.40025,3.749819,24,1.071762
1814,44,27.639112,4.135503,10,30.185765,4.455555,34,26.890097,3.718223,-24,3.295669
9313,96,22.214375,7.448506,36,21.2822,5.338583,60,22.773679,8.416289,-24,-1.491479
455,88,38.513381,29.569132,32,26.727438,16.099264,56,45.248205,33.18301,-24,-18.520767
1367,26,28.529574,9.071959,25,27.597838,7.938577,1,51.822983,0.0,24,-24.225145
113,2253,59.524317,23.917621,1115,58.549562,22.806683,1138,60.479372,24.921241,-23,-1.929809
451,1409,29.652318,7.224357,716,30.004168,7.390938,693,29.28879,7.02964,23,0.715378
1572,153,50.571996,18.1352,65,47.457889,10.617777,88,52.872189,21.819408,-23,-5.4143
1880,29,27.150488,5.868842,26,27.450468,6.049114,3,24.550664,2.878246,23,2.899804
1619,39,32.382968,22.810091,31,29.728931,17.38601,8,42.66736,35.101149,23,-12.938429
335,163,90.917625,42.47673,93,95.563328,42.026217,70,84.745477,42.285712,23,10.817851
3018,203,29.820774,4.432893,113,29.838475,4.123904,90,29.79855,4.792628,23,0.039925
287,345,35.920606,28.245938,184,34.901237,27.673281,161,37.085601,28.842424,23,-2.184364
6135,115,31.896071,6.111503,46,31.137299,4.963354,69,32.401918,6.722188,-23,-1.264619
2784,23,26.551561,5.802585,0,0.0,0.0,23,26.551561,5.802585,-23,-26.551561
2965,113,28.437841,6.323096,68,28.194206,5.915182,45,28.806001,6.877502,23,-0.611795
453,237,34.688084,18.536432,107,35.223789,19.176436,130,34.247159,17.980617,-23,0.97663
2731,23,28.8495,4.329709,0,0.0,0.0,23,28.8495,4.329709,-23,-28.8495
550,67,27.19312,11.085642,45,26.126466,10.240262,22,29.374913,12.356395,23,-3.248447
6131,115,18.430543,5.372506,46,18.101144,5.215042,69,18.650143,5.463944,-23,-0.548999
685,23,36.011983,13.01334,0,0.0,0.0,23,36.011983,13.01334,-23,-36.011983
1499,23,27.935317,4.873598,0,0.0,0.0,23,27.935317,4.873598,-23,-27.935317
1781,23,28.721752,5.290451,23,28.721752,5.290451,0,0.0,0.0,23,28.721752
1211,23,24.275013,6.581807,0,0.0,0.0,23,24.275013,6.581807,-23,-24.275013
1173,77,28.164894,6.775546,50,27.896543,6.490316,27,28.661839,7.248089,23,-0.765296
6410,23,29.457843,6.040585,23,29.457843,6.040585,0,0.0,0.0,23,29.457843
1178,29,29.431008,10.446741,3,36.05761,16.267086,26,28.6664,9.248924,-23,7.39121
384,306,42.059551,21.29772,164,51.444254,21.149592,142,31.22088,15.545421,22,20.223374
506,2246,116.514668,125.899856,1112,110.875979,121.464423,1134,122.043964,129.864949,-22,-11.167985
534,122,27.008398,23.415808,50,23.434941,23.705905,72,29.489966,22.886266,-22,-6.055025
1247,542,33.349488,11.339747,260,32.820331,11.193331,282,33.837363,11.451441,-22,-1.017033
1374,160,20.190941,6.677885,91,20.779329,6.860109,69,19.414952,6.346801,22,1.364377
2484,82,32.370828,7.172261,30,32.553398,6.290318,52,32.265499,7.632885,-22,0.287899
1698,136,28.12531,7.222358,79,29.005293,7.253105,57,26.905683,6.998919,22,2.09961
1940,38,28.048834,4.772334,30,27.439799,4.141416,8,30.332715,6.103893,22,-2.892915
7738,24,32.465479,3.161307,23,32.396684,3.211665,1,34.04776,0.0,22,-1.651076
8134,22,33.742664,3.586741,22,33.742664,3.586741,0,0.0,0.0,22,33.742664
8855,36,36.732952,5.483352,7,34.361406,3.524272,29,37.305394,5.713267,-22,-2.943988
9434,22,38.385161,5.615173,22,38.385161,5.615173,0,0.0,0.0,22,38.385161
33,312,37.010268,21.054296,145,37.479943,21.693146,167,36.602466,20.474714,-22,0.877477
401,232,43.709024,27.186558,127,45.516153,27.129357,105,41.52326,27.095004,22,3.992893
1318,70,29.382273,5.18258,46,29.541342,4.934576,24,29.077392,5.614871,22,0.46395
180,352,35.757936,17.975401,165,36.338863,17.591286,187,35.245354,18.292321,-22,1.093509
1195,106,23.635314,5.660491,42,23.734896,5.762446,64,23.569963,5.59161,-22,0.164933
1919,44,30.992702,10.961039,11,33.308034,14.124692,33,30.220925,9.555502,-22,3.087109
2792,34,37.369047,8.893869,6,33.092345,8.270572,28,38.285483,8.7541,-22,-5.193138
3004,22,27.705539,4.889183,22,27.705539,4.889183,0,0.0,0.0,22,27.705539
14720,36,26.238571,2.789771,29,26.178248,3.052802,7,26.48848,1.15699,22,-0.310231
1570,52,25.833806,7.941552,15,26.51316,8.390924,37,25.558392,7.734977,-22,0.954767
1312,42,35.261083,12.770524,32,36.846778,12.980789,10,30.18686,10.581383,22,6.659918
2828,32,39.678817,14.785669,27,42.647187,14.181559,5,23.649619,2.932048,22,18.997568
2942,34,23.001408,4.505931,28,23.092869,4.475323,6,22.574593,4.622237,22,0.518276
313,863,139.458837,69.065952,421,133.955158,65.654713,442,144.701029,71.773977,-21,-10.745871
406,939,135.576137,79.308794,480,124.212059,74.637269,459,147.46014,82.253695,21,-23.248081
1123,83,23.29889,7.026518,31,23.32409,6.60326,52,23.283866,7.267083,-21,0.040223
1477,39,29.238735,7.507928,30,28.461479,7.188338,9,31.829588,7.956045,21,-3.368109
4880,91,23.535558,5.464954,56,23.762487,5.519467,35,23.172471,5.356626,21,0.590015
5491,45,27.292881,2.974331,33,26.959505,3.085355,12,28.209665,2.418759,21,-1.25016
9874,697,26.416822,7.688774,338,26.255431,7.604701,359,26.568773,7.764031,-21,-0.313341
469,293,34.241641,31.988358,136,34.804621,32.959563,157,33.753964,31.114339,-21,1.050657
824,507,37.800247,14.926722,264,42.015598,14.808111,243,33.220606,13.651403,21,8.794992
2202,249,38.512923,12.394584,114,37.721004,13.124642,135,39.181655,11.701132,-21,-1.460652
13240,181,23.857404,7.271606,101,24.221003,7.403391,80,23.398361,7.0751,21,0.822642
1180,169,26.682623,8.644327,74,28.014519,9.854067,95,25.645146,7.405049,-21,2.369373
124,177,24.820867,16.991138,78,20.370913,8.363051,99,28.326891,20.812491,-21,-7.955978
2279,93,57.628096,31.177186,36,57.4818,30.525047,57,57.720493,31.581777,-21,-0.238694
109,105,22.644379,11.23916,42,21.214952,9.583882,63,23.59733,12.125471,-21,-2.382378
5624,139,60.545241,21.634911,59,59.606316,21.771626,80,61.237699,21.507281,-21,-1.631382
1918,29,28.404509,5.099216,25,29.018582,5.180897,4,24.566556,1.915023,21,4.452026
185,69,28.293479,15.57623,45,25.549533,14.8265,24,33.438377,15.64513,21,-7.888844
337,37,21.229184,9.444911,29,22.092446,9.578217,8,18.099859,8.217034,21,3.992586
3297,53,29.964936,10.155602,37,28.526387,8.913122,16,33.29158,11.919441,21,-4.765193
135,161,67.139049,69.294023,70,72.652535,72.551483,91,62.897906,66.369142,-21,9.75463
2079,23,30.622601,5.71624,1,25.873756,0.0,22,30.838457,5.752302,-21,-4.964701
3338,29,28.728022,6.306388,25,28.666272,6.536178,4,29.113956,4.599288,21,-0.447684
1738,27,24.101959,6.029021,24,24.146041,5.916927,3,23.749303,6.849944,21,0.396737
10027,23,27.819173,4.779988,1,26.194372,0.0,22,27.893027,4.874565,-21,-1.698655
1060,25,24.876902,7.504611,2,25.117245,0.0,23,24.856003,7.823748,-21,0.261242
52,1050,158.707582,94.541188,515,150.065051,93.242635,535,167.027028,95.035011,-20,-16.961977
116,136,32.983382,22.398783,58,34.726854,25.195927,78,31.686954,19.969249,-20,3.0399
528,516,38.184827,29.067394,268,48.648201,35.755293,248,26.877632,11.413142,20,21.770568
1047,152,26.527245,8.78334,66,27.476505,8.931077,86,25.798743,8.597463,-20,1.677762
1184,378,32.704216,10.749463,179,33.970332,10.75022,199,31.565347,10.620609,-20,2.404985
8926,1244,33.036481,2.595179,612,33.073507,2.489376,632,33.000626,2.693191,-20,0.072881
267,250,69.689988,53.405777,115,74.547378,52.746101,135,65.55221,53.615378,-20,8.995168
391,140,32.783234,23.223325,80,34.248585,23.366133,60,30.829432,22.886051,20,3.419153
3053,682,42.547637,8.300508,351,42.451463,8.195552,331,42.649622,8.409174,20,-0.198159
3963,26,32.40205,5.943387,3,23.609889,1.112655,23,33.548853,5.326518,-20,-9.938965
454,412,30.339018,16.96172,216,30.465562,16.922605,196,30.19956,17.003632,20,0.266002
770,24,24.175757,5.794293,2,18.503811,0.588844,22,24.691388,5.779616,-20,-6.187577
121,84,28.310116,16.240753,52,26.553599,15.20816,32,31.164457,17.417555,20,-4.610858
3170,346,39.941945,16.631157,163,39.747133,16.807476,183,40.115465,16.470579,-20,-0.368332
2580,28,30.817844,8.335532,4,39.523348,9.755042,24,29.366927,7.103872,-20,10.156421
4390,56,29.972813,5.548378,18,29.914575,5.650096,38,30.000399,5.499323,-20,-0.085823
2311,30,26.522378,5.230273,5,25.548154,4.99966,25,26.717223,5.253551,-20,-1.16907
10484,48,33.715108,6.677156,14,31.557789,4.47712,34,34.603416,7.209964,-20,-3.045627
1213,30,30.257905,10.124271,5,31.009857,6.425647,25,30.107515,10.705492,-20,0.902342
2560,24,25.123984,3.063503,2,23.398842,1.24202,22,25.280815,3.13095,-20,-1.881973
84,22,28.994327,16.253945,1,37.567802,0.0,21,28.586066,16.525869,-20,8.981736
194,723,37.303968,17.709648,371,36.800047,17.25592,352,37.83509,18.160482,19,-1.035043
1074,143,34.800624,9.351739,81,35.686502,8.987159,62,33.643267,9.68634,19,2.043235
1928,31,27.069799,4.782179,6,25.453082,2.421364,25,27.457811,5.115944,-19,-2.004729
303,137,43.740479,22.870066,78,45.807108,21.532629,59,41.008325,24.257762,19,4.798784
544,137,31.81931,23.290874,59,32.476566,24.240548,78,31.322156,22.533243,-19,1.15441
847,87,29.156383,11.375356,53,27.932502,10.861512,34,31.064197,11.884258,19,-3.131695
843,279,28.935571,10.208617,149,28.227857,10.17265,130,29.746719,10.189409,19,-1.518862
3003,23,30.301557,8.530392,2,45.081264,2.488644,21,28.893966,7.504858,-19,16.187299
6849,31,30.656592,7.826323,25,30.52756,8.501615,6,31.194227,3.866615,19,-0.666666
1299,25,40.378147,12.828418,3,46.819076,14.96716,22,39.499839,12.248807,-19,7.319237
1727,31,22.837317,2.476638,6,24.019487,2.568801,25,22.553596,2.367749,-19,1.465891
765,23,16.921707,2.740446,21,16.870828,2.756371,2,17.45594,2.505653,19,-0.585112
1588,51,33.358353,7.508514,16,28.843216,3.906147,35,35.422416,7.848282,-19,-6.5792
6324,81,23.396052,5.370158,50,23.116944,4.448707,31,23.846226,6.565302,19,-0.729282
2117,73,35.600782,10.347816,27,35.574446,11.400218,46,35.61624,9.67691,-19,-0.041794
3438,27,38.477313,8.933066,23,39.036658,9.099424,4,35.261078,7.099817,19,3.77558
2575,27,30.364985,5.277063,23,31.193127,5.258636,4,25.603172,1.531473,19,5.589955
3610,19,33.155623,6.748524,0,0.0,0.0,19,33.155623,6.748524,-19,-33.155623
1113,19,28.835668,6.121045,0,0.0,0.0,19,28.835668,6.121045,-19,-28.835668
5881,21,28.809443,5.009482,1,26.424988,0.0,20,28.928665,5.104034,-19,-2.503678
3122,165,24.528382,8.733467,73,23.806375,8.071477,92,25.101279,9.184704,-19,-1.294904
3462,25,29.260248,2.3846,3,28.434381,1.240963,22,29.372866,2.47912,-19,-0.938484
1183,67,24.503897,5.665946,43,25.031229,5.708559,24,23.559093,5.462934,19,1.472136
13843,25,32.900454,6.543364,3,40.090447,7.323883,22,31.92,5.77312,-19,8.170447
2646,61,33.893323,8.843235,40,33.905636,8.737881,21,33.869869,9.040468,19,0.035768
1903,31,33.702929,9.734512,6,36.482662,14.065367,25,33.035793,8.229427,-19,3.446869
1728,19,33.716682,3.934892,0,0.0,0.0,19,33.716682,3.934892,-19,-33.716682
1341,21,24.746975,4.973379,20,24.387877,4.823199,1,31.928925,0.0,19,-7.541047
3961,25,28.904138,5.496157,22,29.561136,5.38867,3,24.086146,3.522661,19,5.47499
5263,19,39.889275,7.370219,19,39.889275,7.370219,0,0.0,0.0,19,39.889275
481,184,31.811574,24.077959,101,31.390118,27.114132,83,32.324429,19.751801,18,-0.934311
540,518,34.162432,16.540523,268,32.594213,14.428582,250,35.843563,18.391313,18,-3.24935
1100,276,37.657094,12.014862,129,38.332447,12.075708,147,37.064437,11.929757,-18,1.26801
2757,44,31.745501,7.622303,31,30.492024,7.94359,13,34.734561,5.787275,18,-4.242537
11766,88,34.673777,7.900738,35,34.637944,7.771512,53,34.697441,7.984842,-18,-0.059497
642,456,30.294107,16.478845,237,30.096781,16.376138,219,30.507651,16.586633,18,-0.41087
12460,30,33.394603,7.638973,24,34.128336,7.718756,6,30.459671,6.533415,18,3.668665
94,86,48.470629,50.010562,52,46.897467,49.279102,34,50.87664,51.015272,18,-3.979173
2231,48,31.235507,9.679062,33,30.446212,9.0716,15,32.971957,10.693789,18,-2.525746
4278,20,28.445657,7.859881,1,22.083984,0.0,19,28.780482,7.923827,-18,-6.696498
551,178,33.23491,16.913943,80,37.422935,20.320602,98,29.816114,12.511116,-18,7.606821
195,56,35.045686,23.979946,19,32.052041,24.338986,37,36.582964,23.646647,-18,-4.530924
581,376,26.979527,14.639021,197,26.361618,14.253068,179,27.659571,15.023002,18,-1.297953
1041,42,25.00383,8.363578,12,26.088687,10.038618,30,24.569887,7.547225,-18,1.5188
439,36,32.97396,16.40162,9,31.199586,10.915973,27,33.565418,17.820365,-18,-2.365832
7641,32,28.544043,8.148939,25,28.127621,7.865695,7,30.031266,8.931641,18,-1.903646
3870,20,27.529374,4.585902,1,25.065685,0.0,19,27.659042,4.669164,-18,-2.593357
2058,92,27.974823,4.04476,55,27.801851,3.957988,37,28.231942,4.157131,18,-0.430091
2827,54,28.916238,4.6695,18,29.153024,5.049006,36,28.797844,4.462966,-18,0.35518
5239,48,30.707901,5.040882,33,31.829711,5.19999,15,28.239918,3.60087,18,3.589792
4026,22,26.568725,1.714517,2,24.777138,0.0,20,26.747883,1.697188,-18,-1.970745
7491,20,29.676985,5.418523,1,44.428101,0.0,19,28.90061,4.341719,-18,15.52749
4582,18,43.067646,8.655433,18,43.067646,8.655433,0,0.0,0.0,18,43.067646
7169,18,33.599709,6.590892,18,33.599709,6.590892,0,0.0,0.0,18,33.599709
5782,34,34.822469,7.00257,26,34.036586,6.349819,8,37.37659,8.296476,18,-3.340004
6630,22,31.760252,7.24739,2,32.196331,2.268337,20,31.716644,7.565823,-18,0.479687
20,2043,55.56636,27.268727,1030,50.921289,23.677463,1013,60.289383,29.755157,17,-9.368094
184,879,79.809591,39.2471,431,75.511554,36.730729,448,83.944532,41.102293,-17,-8.432977
955,1879,33.729198,20.91531,931,33.626895,20.80109,948,33.829667,21.026393,-17,-0.202772
1139,267,29.410648,8.254246,125,29.405198,8.607311,142,29.415446,7.930449,-17,-0.010249
1583,841,117.379826,32.541138,412,113.620598,29.442835,429,120.990088,34.882012,-17,-7.36949
1648,203,28.636124,7.382105,93,27.572141,7.495768,110,29.535673,7.162364,-17,-1.963532
3808,45,25.393918,3.543336,14,25.019742,3.37645,31,25.562901,3.603468,-17,-0.54316
15371,333,27.885532,11.07858,158,27.275899,9.716339,175,28.435943,12.15205,-17,-1.160045
102,203,27.534555,13.780969,110,25.516181,12.986931,93,29.921879,14.301653,17,-4.405698
284,355,39.466471,31.767004,169,37.922946,31.827175,186,40.868922,31.647026,-17,-2.945976
1270,17,25.864573,6.297991,17,25.864573,6.297991,0,0.0,0.0,17,25.864573
13075,187,52.92761,26.608829,102,51.080718,24.209612,85,55.143879,29.074629,17,-4.063161
1704,135,29.763242,8.381852,59,30.270168,8.696921,76,29.369707,8.107017,-17,0.900462
170,185,34.370942,25.350749,84,32.16167,22.892646,101,36.208356,27.089704,-17,-4.046686
1865,67,30.089484,8.515599,42,31.020257,7.938742,25,28.525785,9.195709,17,2.494472
427,75,23.757896,9.540421,29,25.367126,9.512272,46,22.743382,9.417851,-17,2.623744
1075,25,24.758923,8.089997,4,24.832258,11.285547,21,24.744954,7.324848,-17,0.087304
1030,53,24.198842,10.189606,35,23.364632,9.194059,18,25.820918,11.72034,17,-2.456286
2787,71,28.764789,6.898389,44,28.314852,6.456296,27,29.49802,7.506102,17,-1.183169
314,73,24.72754,10.782211,45,26.081205,11.617475,28,22.552006,8.860536,17,3.529199
1226,49,29.687776,5.980178,16,30.586085,6.981878,33,29.252231,5.374593,-17,1.333854
2359,81,24.764631,5.575419,32,25.57455,5.893318,49,24.235704,5.291139,-17,1.338847
4647,35,34.177371,10.303127,26,35.262878,10.854426,9,31.041461,7.695456,17,4.221417
1309,21,54.670728,18.82412,2,31.358566,1.268906,19,57.12464,18.117673,-17,-25.766074
10431,17,41.716075,12.837417,0,0.0,0.0,17,41.716075,12.837417,-17,-41.716075
5504,67,35.186353,7.749588,25,34.920782,8.624141,42,35.344431,7.173947,-17,-0.423648
3025,43,35.191298,7.238093,30,36.998297,7.838097,13,31.021302,2.567314,17,5.976995
130,17,34.994808,24.932996,0,0.0,0.0,17,34.994808,24.932996,-17,-34.994808
9712,19,34.597075,5.117838,18,34.658254,5.251312,1,33.495857,0.0,17,1.162397
15696,23,24.988206,4.719163,3,27.278288,5.456345,20,24.644694,4.498961,-17,2.633594
2414,45,31.170025,5.274389,14,32.514832,5.882712,31,30.562693,4.854733,-17,1.952139
1305,340,28.259106,8.575272,178,29.042123,8.604837,162,27.398754,8.45951,16,1.643369
2925,168,26.971746,8.607153,92,26.959849,8.441464,76,26.986146,8.803532,16,-0.026297
6426,1008,30.488455,9.837589,512,32.007487,11.359535,496,28.920422,7.657414,16,3.087065
14250,1214,31.156466,2.685859,599,30.965093,2.252571,615,31.342861,3.037683,-16,-0.377768
2629,280,30.287995,11.391187,132,30.357662,11.122232,148,30.22586,11.625466,-16,0.131802
4971,24,25.58392,5.788393,20,24.470089,4.014329,4,31.153076,9.123606,16,-6.682987
8688,16,42.631516,10.92827,0,0.0,0.0,16,42.631516,10.92827,-16,-42.631516
484,280,51.282448,33.307826,132,48.055315,34.21601,148,54.160701,32.204719,-16,-6.105386
872,190,28.284868,12.229745,103,28.851681,12.866303,87,27.613813,11.393987,16,1.237868
1268,84,26.433649,4.915026,34,26.04908,4.115329,50,26.695157,5.375795,-16,-0.646077
2568,286,37.251712,21.225212,135,36.442622,22.018778,151,37.975072,20.462658,-16,-1.53245
11212,34,23.951097,5.045325,25,24.630313,5.22069,9,22.064384,3.951366,16,2.565929
15081,16,37.085131,10.383284,0,0.0,0.0,16,37.085131,10.383284,-16,-37.085131
864,170,24.646229,11.233749,93,24.532504,10.72779,77,24.783586,11.814533,16,-0.251083
1096,38,22.234097,5.952942,11,21.494747,6.758306,27,22.535313,5.563576,-16,-1.040567
567,114,31.794724,18.693441,49,33.305552,19.579992,65,30.655792,17.912226,-16,2.64976
2380,28,32.886167,8.314763,6,29.914576,5.572665,22,33.6966,8.743903,-16,-3.782024
9323,48,32.52181,18.608243,16,36.050779,21.715052,32,30.757326,16.561645,-16,5.293453
4341,80,36.361043,8.577115,32,40.80033,8.994985,48,33.401519,6.839204,-16,7.398811
6196,148,29.616348,3.587291,66,29.324174,3.187017,82,29.851513,3.863565,-16,-0.527339
10556,18,32.481172,6.237197,17,32.858368,6.215306,1,26.06884,0.0,16,6.789528
2668,36,31.099284,6.693941,26,32.131575,7.023528,10,28.415327,4.804138,16,3.716248
8524,22,34.472373,8.851331,19,35.398264,9.113165,3,28.608396,2.956384,16,6.789868
3517,16,35.226776,5.214126,0,0.0,0.0,16,35.226776,5.214126,-16,-35.226776
81,34,39.547816,25.754043,25,42.812307,26.636441,9,30.479784,20.567558,16,12.332523
1553,60,26.531548,3.838838,38,26.5347,3.792962,22,26.526104,3.916806,16,0.008596
2506,26,40.292517,15.648607,21,42.520736,16.497603,5,30.934,4.670957,16,11.586736
4675,28,36.508822,9.957135,22,38.203471,10.324875,6,30.295111,4.759875,16,7.90836
855,30,15.65228,4.121178,23,15.452684,4.228622,7,16.308097,3.670886,16,-0.855413
1937,18,33.589719,5.841131,1,25.052221,0.0,17,34.091925,5.620144,-16,-9.039703
16062,20,33.223829,4.240959,2,38.951614,3.236656,18,32.587409,3.843155,-16,6.364206
11659,18,36.245598,2.76165,17,36.326565,2.820875,1,34.869164,0.0,16,1.457401
725,40,35.273687,25.641318,12,42.31978,30.717411,28,32.253933,22.460502,-16,10.065847
289,139,52.232027,37.809968,77,57.955819,39.144305,62,45.123446,34.797245,15,12.832374
519,461,35.666449,18.651501,223,34.176506,18.324904,238,37.062488,18.845816,-15,-2.885982
2749,143,22.648,10.580133,64,23.114033,10.834919,79,22.270455,10.353766,-15,0.843578
3383,29,31.954086,4.241253,22,31.979175,3.722457,7,31.875232,5.564609,15,0.103943
5080,29,31.874699,4.415862,7,33.84085,4.260087,22,31.249105,4.278841,-15,2.591745
178,15,24.834519,11.433546,0,0.0,0.0,15,24.834519,11.433546,-15,-24.834519
485,485,31.043255,19.764131,235,29.856521,19.907352,250,32.158785,19.563019,-15,-2.302264
2007,33,29.147937,7.016761,24,28.478151,6.182544,9,30.934032,8.614605,15,-2.455881
3396,15,26.68687,5.71911,0,0.0,0.0,15,26.68687,5.71911,-15,-26.68687
6291,67,32.360833,6.232345,41,33.456113,6.764885,26,30.633661,4.801303,15,2.822452
675,323,27.514125,11.406372,154,27.923857,11.650154,169,27.140759,11.166515,-15,0.783098
945,29,17.362172,3.750741,22,17.502805,4.001601,7,16.920181,2.774615,15,0.582624
3801,103,31.09132,7.264726,59,30.596655,6.46008,44,31.75462,8.174145,15,-1.157965
6318,39,31.180903,5.583438,27,32.987531,5.292533,12,27.115988,3.79818,15,5.871543
4741,31,35.440381,4.194064,8,34.263432,3.332471,23,35.849755,4.381365,-15,-1.586323
10034,25,31.710304,3.886113,20,31.348614,2.93638,5,33.157063,6.197067,15,-1.80845
10818,135,25.500218,3.759314,75,25.437433,3.56617,60,25.578699,3.98622,15,-0.141266
12229,15,31.026526,8.959712,0,0.0,0.0,15,31.026526,8.959712,-15,-31.026526
3753,57,27.579286,7.460293,21,27.848668,7.640004,36,27.422146,7.348875,-15,0.426523
12964,15,40.935147,4.591193,0,0.0,0.0,15,40.935147,4.591193,-15,-40.935147
16125,19,33.516924,4.887666,17,33.797671,5.094118,2,31.130569,0.090683,15,2.667102
1032,101,31.252601,7.631208,43,32.395039,7.636465,58,30.405621,7.516037,-15,1.989419
8284,17,34.296846,4.748217,1,29.566719,0.0,16,34.592479,4.740136,-15,-5.02576
14898,15,32.85942,4.373386,15,32.85942,4.373386,0,0.0,0.0,15,32.85942
5338,17,28.290524,3.585483,16,28.623962,3.43061,1,22.955505,0.0,15,5.668457
9544,15,26.236426,2.668503,0,0.0,0.0,15,26.236426,2.668503,-15,-26.236426
780,63,68.52278,67.08516,39,59.417998,63.13347,24,83.31805,70.590435,15,-23.900052
1551,19,27.730808,6.135314,2,25.187073,4.068605,17,28.030071,6.266759,-15,-2.842998
13000,15,32.909067,4.044796,0,0.0,0.0,15,32.909067,4.044796,-15,-32.909067
8430,43,20.819575,7.495216,14,21.964006,8.258838,29,20.267091,7.030867,-15,1.696914
11307,17,35.963202,13.263876,16,33.775877,10.27577,1,70.960396,0.0,15,-37.184519
2817,23,14.412653,1.97014,19,14.379442,1.947999,4,14.570404,2.064799,15,-0.190961
1039,72,29.37056,15.92009,43,30.26141,16.489305,29,28.049645,14.939008,14,2.211766
1680,1096,29.901951,2.330405,555,29.843303,2.385185,541,29.962117,2.271262,14,-0.118814
291,572,106.012062,52.400808,279,108.006588,51.432931,293,104.112837,53.236698,-14,3.893751
763,136,36.374051,17.387301,75,35.116845,16.58051,61,37.919796,18.212089,14,-2.802951
1199,204,31.99964,9.508521,95,32.510385,9.607779,109,31.554495,9.398549,-14,0.955889
4776,66,33.979309,9.817582,40,33.718278,9.432736,26,34.380897,10.369008,14,-0.662619
1401,42,27.071551,4.814347,14,28.077773,5.188202,28,26.568439,4.533081,-14,1.509333
1611,104,27.188718,4.731285,59,27.379093,4.590072,45,26.939114,4.899087,14,0.439979
10520,24,34.587913,5.509936,19,34.633006,5.10342,5,34.416558,6.835013,14,0.216448
11100,14,34.132328,4.549661,0,0.0,0.0,14,34.132328,4.549661,-14,-34.132328
1508,38,28.180116,5.187827,12,27.299258,3.939189,26,28.586665,5.625833,-14,-1.287407
2102,70,26.090687,2.666851,42,25.936004,2.699148,28,26.322712,2.600465,14,-0.386708
566,18,21.975407,11.948251,2,33.122656,19.748674,16,20.582001,9.714952,-14,12.540655
2562,16,23.325118,6.426451,1,23.87635,0.0,15,23.288369,6.635583,-14,0.587981
2028,38,30.744462,10.254615,26,29.269226,9.10815,12,33.940806,11.761056,14,-4.67158
1219,192,26.429097,8.780761,89,28.033961,10.046541,103,25.042371,7.236104,-14,2.99159
4521,148,25.368971,3.726174,67,25.022255,3.654439,81,25.655761,3.760402,-14,-0.633506
612,34,36.471815,19.42696,10,24.773022,9.106282,24,41.346312,20.477338,-14,-16.57329
