feature_id,count_total,count_happy,count_sad,count_diff,mean_total,mean_happy,mean_sad,mean_diff
17051,436,387,49,338,1.535225,1.64996,0.629054,1.020906
4637,751,516,235,281,2.332865,2.683428,1.563118,1.120311
19533,821,291,530,-239,2.38795,1.596536,2.822481,-1.225945
3270,836,301,535,-234,1.778451,1.465995,1.954245,-0.48825
5602,632,430,202,228,2.267348,2.618779,1.51925,1.09953
24108,348,68,280,-212,1.505385,1.172054,1.586336,-0.414282
14149,342,273,69,204,2.000519,2.213682,1.157138,1.056544
2943,683,441,242,199,2.316304,2.665558,1.679855,0.985703
14101,492,343,149,194,2.021626,2.14668,1.733752,0.412928
12497,410,298,112,186,1.520638,1.658948,1.152632,0.506316
22887,241,211,30,181,1.059535,1.132204,0.54843,0.583774
14046,568,372,196,176,1.759865,2.111574,1.092337,1.019237
18237,552,363,189,174,1.698398,1.874454,1.360259,0.514196
8921,293,233,60,173,1.457966,1.571915,1.015465,0.55645
8735,596,212,384,-172,2.034101,1.649424,2.246475,-0.597051
16752,599,384,215,169,1.805683,1.881843,1.669658,0.212186
15520,1187,513,674,-161,2.684536,2.155506,3.087196,-0.93169
8597,201,179,22,157,1.16145,1.200154,0.846542,0.353612
12308,379,112,267,-155,1.175987,1.000181,1.249733,-0.249552
2163,737,292,445,-153,1.789468,1.36901,2.065364,-0.696353
11564,269,58,211,-153,1.437401,1.42252,1.441491,-0.018971
8665,808,328,480,-152,3.536119,3.056379,3.863941,-0.807562
5120,419,285,134,151,1.147096,1.179667,1.077822,0.101844
23730,539,345,194,151,1.453974,1.542764,1.296074,0.246689
12537,654,252,402,-150,2.336033,1.831474,2.652323,-0.820849
2930,334,238,96,142,1.205132,1.327993,0.900537,0.427456
13838,238,189,49,140,1.452043,1.61371,0.828469,0.785241
11058,291,77,214,-137,1.984761,1.245704,2.250684,-1.00498
4447,558,211,347,-136,1.664908,1.329852,1.868645,-0.538793
8283,253,59,194,-135,1.342964,1.094796,1.418437,-0.323641
11652,386,126,260,-134,2.734625,2.325473,2.932905,-0.607433
2049,439,153,286,-133,2.126334,1.299332,2.56875,-1.269418
17513,225,179,46,133,1.13568,1.255178,0.670677,0.584501
12874,532,200,332,-132,3.610178,3.022703,3.964078,-0.941375
14842,500,184,316,-132,2.740371,2.587762,2.829232,-0.241469
64,317,224,93,131,1.251075,1.436371,0.80477,0.631602
14186,379,124,255,-131,1.407162,1.174253,1.52042,-0.346167
14118,506,188,318,-130,2.741602,2.351888,2.971999,-0.620111
4689,233,52,181,-129,3.362926,2.180658,3.702583,-1.521925
18499,476,174,302,-128,2.880274,2.45372,3.126036,-0.672316
12757,187,30,157,-127,2.076761,0.760589,2.328259,-1.56767
21461,469,171,298,-127,2.529164,2.512684,2.53862,-0.025936
16672,212,43,169,-126,1.218783,0.797883,1.325876,-0.527993
9841,391,133,258,-125,1.957311,1.502461,2.191788,-0.689327
16087,483,179,304,-125,1.557806,1.399186,1.651204,-0.252018
13906,390,133,257,-124,1.817754,1.216612,2.128851,-0.912239
2619,230,54,176,-122,1.544653,1.202326,1.649685,-0.447358
21774,698,288,410,-122,1.644052,1.490136,1.752169,-0.262033
17486,412,266,146,120,1.691959,1.942922,1.234725,0.708196
5964,255,187,68,119,2.306183,2.570652,1.578891,0.991761
21872,157,19,138,-119,1.022913,0.398778,1.108845,-0.710067
24140,131,125,6,119,1.482085,1.523839,0.61221,0.911629
1258,146,14,132,-118,1.244899,0.936578,1.2776,-0.341023
15157,314,98,216,-118,1.606488,1.469481,1.668648,-0.199166
952,308,96,212,-116,1.133662,0.80274,1.283514,-0.480773
14535,361,123,238,-115,1.081028,0.929437,1.159372,-0.229935
9258,307,97,210,-113,2.160631,1.869173,2.295257,-0.426085
16770,224,56,168,-112,1.762523,1.385704,1.888129,-0.502425
23013,650,381,269,112,2.658128,2.733686,2.551112,0.182574
12720,225,168,57,111,1.383918,1.491434,1.067031,0.424403
6885,266,78,188,-110,2.315859,2.059265,2.422318,-0.363053
13096,184,147,37,110,1.382437,1.552413,0.707126,0.845286
856,359,125,234,-109,1.351101,1.091119,1.48998,-0.39886
6796,319,105,214,-109,1.297215,1.203319,1.343285,-0.139966
1433,288,90,198,-108,2.053438,1.477735,2.315121,-0.837386
8363,124,116,8,108,1.826289,1.838638,1.647229,0.191409
10967,629,368,261,107,1.764741,1.860659,1.6295,0.231159
1854,226,166,60,106,1.727293,1.921355,1.190389,0.730966
11216,544,219,325,-106,2.589455,2.061348,2.945317,-0.883969
13736,346,120,226,-106,1.763068,1.14469,2.09141,-0.946721
14097,250,178,72,106,1.441558,1.557945,1.153822,0.404123
18229,428,161,267,-106,1.792418,1.710248,1.841966,-0.131718
19347,374,134,240,-106,1.651749,1.511716,1.729934,-0.218218
21622,504,199,305,-106,1.247078,1.127814,1.324894,-0.19708
4194,285,90,195,-105,1.942908,1.806346,2.005937,-0.19959
601,358,231,127,104,2.299751,2.604421,1.745588,0.858833
18658,318,107,211,-104,1.57529,1.452156,1.637733,-0.185577
19094,446,275,171,104,2.184027,2.326233,1.955334,0.370898
22269,214,55,159,-104,1.249602,1.043392,1.320933,-0.277542
13608,487,192,295,-103,2.068762,1.774435,2.260325,-0.48589
1966,354,228,126,102,1.334665,1.46414,1.100378,0.363761
4234,142,122,20,102,1.375296,1.48786,0.688655,0.799205
10272,306,204,102,102,1.82202,2.018291,1.429477,0.588813
21616,598,248,350,-102,4.053006,3.75908,4.261273,-0.502193
8397,293,197,96,101,1.197963,1.351161,0.883588,0.467573
20177,175,138,37,101,1.501096,1.56197,1.274053,0.287917
22899,299,99,200,-101,1.981218,1.759364,2.091035,-0.331672
3188,416,158,258,-100,2.448595,2.382842,2.488862,-0.10602
3877,346,123,223,-100,1.750898,1.570393,1.85046,-0.280067
4925,266,83,183,-100,1.643563,1.238081,1.82747,-0.589389
7658,402,151,251,-100,2.216085,1.763404,2.488415,-0.725011
10465,198,149,49,100,1.725927,1.80131,1.496701,0.30461
13577,171,36,135,-99,0.881254,0.709727,0.926995,-0.217267
14946,159,30,129,-99,1.067738,0.707117,1.151604,-0.444487
20429,313,107,206,-99,1.55278,1.167007,1.753157,-0.58615
1346,186,44,142,-98,3.33231,3.401146,3.31098,0.090166
5010,484,291,193,98,1.685542,1.825492,1.47453,0.350962
5783,224,161,63,98,1.578075,1.768721,1.090868,0.677852
8026,300,101,199,-98,1.843926,1.536252,2.000082,-0.463831
24287,338,120,218,-98,1.452973,1.206344,1.588733,-0.382389
10068,315,109,206,-97,3.513675,3.548703,3.495141,0.053562
10900,323,210,113,97,1.635743,1.817925,1.297174,0.520751
18890,251,77,174,-97,1.576166,1.193925,1.745319,-0.551393
2726,730,317,413,-96,2.915694,2.801255,3.003532,-0.202276
7841,480,192,288,-96,1.750725,1.656843,1.813313,-0.15647
17540,270,87,183,-96,1.882744,1.236547,2.189953,-0.953406
2073,273,89,184,-95,1.13965,0.957106,1.227945,-0.270839
13633,159,127,32,95,1.546259,1.707454,0.906514,0.80094
11224,206,150,56,94,1.296232,1.395044,1.031559,0.363485
13864,150,122,28,94,1.05099,1.122361,0.740022,0.382339
20740,334,120,214,-94,1.518639,1.366372,1.604022,-0.23765
22081,236,165,71,94,1.790716,1.985823,1.337298,0.648525
70,205,56,149,-93,1.619507,1.164032,1.790692,-0.62666
4679,193,50,143,-93,0.937928,0.707746,1.018411,-0.310665
14251,289,191,98,93,1.501686,1.476502,1.550769,-0.074267
16325,467,187,280,-93,1.946453,1.70483,2.107823,-0.402993
141,792,350,442,-92,2.169882,1.917204,2.369967,-0.452763
7599,214,61,153,-92,1.014456,0.999459,1.020435,-0.020977
18028,378,235,143,92,1.085933,1.143145,0.991912,0.151233
22983,340,124,216,-92,2.699606,2.490656,2.819557,-0.328901
23930,548,228,320,-92,1.821837,1.43399,2.098177,-0.664187
5132,347,219,128,91,1.600365,1.726342,1.384825,0.341517
7834,281,95,186,-91,1.417069,1.240635,1.507183,-0.266548
7850,289,190,99,91,2.06959,2.270872,1.683293,0.587579
12677,971,440,531,-91,2.800484,2.392958,3.13817,-0.745213
6483,104,7,97,-90,1.056933,0.596581,1.090154,-0.493573
14183,366,138,228,-90,1.858493,1.543113,2.049381,-0.506268
18696,448,179,269,-90,2.790905,2.561858,2.943319,-0.381461
19613,714,312,402,-90,2.109506,1.62594,2.484811,-0.858871
20528,266,88,178,-90,1.297246,1.20215,1.344259,-0.142109
242,333,122,211,-89,1.647605,1.358726,1.814635,-0.455909
7792,321,116,205,-89,1.4569,1.215289,1.593616,-0.378327
14652,219,65,154,-89,2.119341,1.410149,2.418676,-1.008527
4450,478,195,283,-88,1.962128,1.751643,2.107162,-0.35552
6264,468,190,278,-88,1.643828,1.320754,1.864634,-0.54388
7582,236,74,162,-88,1.801694,1.703103,1.846728,-0.143625
7701,280,96,184,-88,2.301203,1.749033,2.589291,-0.840258
9712,328,120,208,-88,3.509251,3.151071,3.715893,-0.564822
18460,136,24,112,-88,1.412639,0.988809,1.50346,-0.514651
22122,258,85,173,-88,1.820634,1.779873,1.840661,-0.060788
342,855,384,471,-87,2.954777,2.4951,3.329546,-0.834447
3196,231,159,72,87,1.568814,1.707394,1.262784,0.44461
3566,209,61,148,-87,1.850859,1.714349,1.907123,-0.192775
8457,447,180,267,-87,1.571825,1.497331,1.622045,-0.124714
166,252,83,169,-86,1.976658,1.374287,2.272497,-0.89821
3025,454,184,270,-86,1.966769,2.009741,1.937484,0.072257
12092,264,175,89,86,1.453646,1.435032,1.490247,-0.055215
13742,100,93,7,86,1.672246,1.753059,0.598581,1.154478
17018,398,156,242,-86,1.44461,1.180513,1.614853,-0.43434
5896,463,189,274,-85,1.671778,1.446386,1.82725,-0.380864
6410,535,225,310,-85,2.563188,2.311313,2.746001,-0.434687
7274,983,534,449,85,2.483908,2.430086,2.54792,-0.117834
10214,405,160,245,-85,1.643467,1.503361,1.734966,-0.231605
11921,269,92,177,-85,1.488128,1.227974,1.62335,-0.395375
15190,303,109,194,-85,1.476494,1.431528,1.501758,-0.07023
195,288,186,102,84,1.71865,1.798819,1.572458,0.226361
15008,512,214,298,-84,1.716289,1.745154,1.695561,0.049593
16871,804,360,444,-84,4.494956,4.545825,4.453711,0.092114
18061,532,224,308,-84,2.620709,2.734251,2.538132,0.196119
21605,220,68,152,-84,1.600573,1.137064,1.807932,-0.670868
5356,1093,505,588,-83,3.171975,2.711488,3.567462,-0.855974
12134,179,131,48,83,3.104132,3.579581,1.806551,1.77303
15872,403,160,243,-83,2.708641,2.555884,2.809221,-0.253337
17911,249,83,166,-83,2.802757,2.556608,2.925831,-0.369223
18910,401,159,242,-83,2.516034,2.349009,2.625773,-0.276764
20329,325,121,204,-83,3.076542,2.569369,3.377365,-0.807996
22624,273,95,178,-83,0.877774,0.770418,0.93507,-0.164652
23669,927,422,505,-83,2.967917,2.86722,3.052063,-0.184844
24245,571,244,327,-83,4.527222,4.118316,4.832339,-0.714023
2243,266,92,174,-82,0.877244,0.83897,0.897481,-0.058511
10429,684,383,301,82,3.050537,3.353625,2.66488,0.688745
15317,382,150,232,-82,1.721746,1.62061,1.787135,-0.166525
19225,224,71,153,-82,1.570629,1.514549,1.596654,-0.082105
6284,643,362,281,81,2.204031,2.357272,2.006616,0.350656
8474,413,166,247,-81,2.428789,2.230586,2.561995,-0.331409
12439,311,115,196,-81,1.228356,1.121176,1.291242,-0.170067
14087,227,73,154,-81,1.226512,1.038819,1.315483,-0.276665
14122,713,316,397,-81,2.197932,2.312137,2.107029,0.205108
20264,123,21,102,-81,1.602453,2.06616,1.506984,0.559177
23594,519,300,219,81,2.11833,2.288734,1.8849,0.403834
23907,173,46,127,-81,2.14032,1.589492,2.339833,-0.75034
6267,844,462,382,80,3.413947,3.700978,3.066806,0.634171
6763,464,192,272,-80,2.955521,2.753394,3.098198,-0.344804
9675,256,88,168,-80,2.389021,1.828659,2.682544,-0.853885
11973,458,189,269,-80,1.336035,1.335736,1.336246,-0.00051
13987,218,69,149,-80,1.710981,1.592879,1.765672,-0.172793
15468,294,107,187,-80,2.732056,2.456604,2.889669,-0.433065
17303,254,87,167,-80,2.145583,1.617622,2.420629,-0.803007
15672,283,102,181,-79,1.587418,1.477688,1.649255,-0.171566
15752,123,22,101,-79,1.63242,1.398289,1.683419,-0.285129
17220,231,76,155,-79,1.268823,1.10365,1.349812,-0.246162
22471,281,101,180,-79,1.351841,1.32962,1.364309,-0.034689
24571,107,14,93,-79,1.012583,0.669608,1.064214,-0.394606
3376,188,133,55,78,1.761112,1.752984,1.780769,-0.027786
4764,250,86,164,-78,1.162352,1.061743,1.215111,-0.153367
12527,132,27,105,-78,1.041857,1.090324,1.029393,0.060931
14964,440,181,259,-78,2.327369,1.695681,2.768819,-1.073138
15865,274,176,98,78,1.976719,2.113284,1.731458,0.381826
21130,480,201,279,-78,1.96533,1.626011,2.209786,-0.583775
2160,369,146,223,-77,3.778837,3.678912,3.844258,-0.165346
3181,263,170,93,77,1.401942,1.450753,1.312719,0.138034
4398,145,34,111,-77,1.262665,1.045289,1.329249,-0.28396
4869,113,95,18,77,1.434529,1.530437,0.928348,0.602089
12298,213,145,68,77,1.584005,1.673232,1.393742,0.279489
18530,403,163,240,-77,3.529726,3.396675,3.620089,-0.223414
275,110,17,93,-76,0.964705,0.485302,1.052337,-0.567035
2094,478,277,201,76,1.759212,1.911455,1.549405,0.36205
6035,250,87,163,-76,2.189016,2.176113,2.195903,-0.01979
6719,308,116,192,-76,2.40857,2.195762,2.537141,-0.341378
7976,432,178,254,-76,1.30851,1.269326,1.33597,-0.066644
8447,332,128,204,-76,1.658797,1.611055,1.688753,-0.077698
13238,1144,610,534,76,4.666591,4.64868,4.687051,-0.038371
16008,430,177,253,-76,1.881933,1.564859,2.10376,-0.538901
19604,698,311,387,-76,5.699429,5.515438,5.847287,-0.331849
20444,514,219,295,-76,4.85384,4.694501,4.972129,-0.277628
21608,262,169,93,76,1.212662,1.294221,1.064451,0.22977
22691,356,140,216,-76,3.908426,3.6563,4.071841,-0.415541
22723,706,315,391,-76,2.605199,2.192898,2.937361,-0.744463
23791,124,100,24,76,2.45417,2.704653,1.410492,1.294161
2253,225,150,75,75,4.806224,5.706314,3.006046,2.700268
3146,137,106,31,75,1.802045,2.07799,0.858492,1.219498
3859,123,24,99,-75,1.382807,0.758854,1.534068,-0.775215
3999,247,86,161,-75,1.403145,1.148989,1.538905,-0.389916
6663,267,96,171,-75,4.039714,3.062275,4.588452,-1.526177
7054,297,111,186,-75,1.598471,1.400493,1.71662,-0.316127
7112,101,13,88,-75,1.091384,0.823346,1.130981,-0.307635
14974,611,343,268,75,2.777294,2.865868,2.663932,0.201936
16589,157,41,116,-75,1.467493,1.653051,1.401908,0.251143
18521,137,106,31,75,1.892525,2.076801,1.26242,0.814381
20531,631,353,278,75,2.986575,3.016582,2.948473,0.06811
21470,79,2,77,-75,1.070317,1.105027,1.069415,0.035612
6775,144,35,109,-74,1.513099,1.022272,1.670704,-0.648431
8653,552,313,239,74,2.810413,2.930701,2.652881,0.27782
10770,232,79,153,-74,1.479601,1.212465,1.617535,-0.40507
11421,734,330,404,-74,3.7228,3.492656,3.910788,-0.418133
12191,768,347,421,-74,2.173099,1.885199,2.410395,-0.525196
18397,284,105,179,-74,2.301412,2.178957,2.373244,-0.194286
20347,264,95,169,-74,1.64415,1.569955,1.685857,-0.115902
550,73,73,0,73,1.291441,1.291441,0.0,1.291441
1833,311,192,119,73,1.257895,1.288505,1.208508,0.079997
2432,203,65,138,-73,1.362178,0.869044,1.59445,-0.725406
13927,201,64,137,-73,1.211507,1.419833,1.114187,0.305646
15916,277,175,102,73,2.017393,2.373987,1.40559,0.968397
2375,152,112,40,72,0.98383,1.037694,0.833012,0.204682
4452,166,47,119,-72,0.883049,0.778378,0.924389,-0.146011
6844,160,44,116,-72,1.600436,1.592043,1.603619,-0.011577
9908,442,185,257,-72,1.920709,1.792021,2.013344,-0.221323
11411,496,212,284,-72,2.182764,2.263086,2.122805,0.140281
11768,494,283,211,72,2.673073,3.011136,2.219653,0.791483
18708,160,44,116,-72,1.171769,1.249929,1.142123,0.107806
21706,370,149,221,-72,1.700212,1.42642,1.884804,-0.458384
22511,188,58,130,-72,2.48243,1.790551,2.791114,-1.000563
23626,260,94,166,-72,1.189666,0.896595,1.355621,-0.459026
1352,447,188,259,-71,1.636886,1.418953,1.795078,-0.376125
3459,255,92,163,-71,2.178786,2.082438,2.233166,-0.150728
4762,175,123,52,71,1.622882,1.69927,1.442195,0.257075
5644,169,120,49,71,1.302196,1.231257,1.475926,-0.244669
6589,221,75,146,-71,1.46006,1.263561,1.561,-0.297439
9501,267,98,169,-71,3.171932,2.665587,3.465552,-0.799964
11373,111,20,91,-71,0.826463,0.674205,0.859926,-0.18572
14133,543,236,307,-71,1.634705,1.521125,1.722016,-0.200891
15356,401,165,236,-71,1.914051,1.834172,1.969898,-0.135726
15830,115,22,93,-71,1.900249,1.751016,1.935551,-0.184535
20077,213,71,142,-71,2.740385,2.217048,3.002053,-0.785005
20993,767,419,348,71,2.220609,2.51775,1.862846,0.654904
24471,827,378,449,-71,2.566969,2.327269,2.768764,-0.441496
1209,432,251,181,70,2.235641,2.552782,1.79585,0.756932
3125,1004,537,467,70,1.725697,1.847094,1.586103,0.260991
5159,186,128,58,70,1.405938,1.602565,0.972004,0.630561
5820,114,22,92,-70,0.793063,0.667552,0.823077,-0.155524
7679,224,77,147,-70,1.92646,1.960353,1.908706,0.051647
11061,214,72,142,-70,1.005008,1.040157,0.987186,0.052972
11752,278,104,174,-70,1.08416,1.292465,0.959656,0.332808
12568,240,155,85,70,1.169026,1.407203,0.734702,0.6725
15058,570,320,250,70,1.774168,1.833879,1.697739,0.13614
16337,256,93,163,-70,2.346089,1.963511,2.56437,-0.60086
18337,642,286,356,-70,3.582708,3.530293,3.624817,-0.094524
19425,92,81,11,70,2.10886,2.228282,1.229484,0.998798
19666,198,64,134,-70,2.551436,2.077082,2.777994,-0.700912
20861,188,59,129,-70,1.409355,1.516862,1.360185,0.156677
23229,92,81,11,70,1.239625,1.336084,0.529334,0.80675
302,419,175,244,-69,2.636004,2.862682,2.473428,0.389254
1617,157,44,113,-69,1.59505,1.50035,1.631925,-0.131575
5161,553,242,311,-69,2.854542,2.7258,2.954721,-0.228921
8584,237,84,153,-69,3.762335,3.82305,3.729002,0.094048
9433,163,47,116,-69,1.134399,0.814284,1.264101,-0.449816
10957,395,163,232,-69,1.832371,1.678237,1.940664,-0.262426
12148,97,14,83,-69,1.156061,1.198927,1.14883,0.050096
19100,157,44,113,-69,1.076795,0.940464,1.129879,-0.189416
22700,337,134,203,-69,2.551984,2.179839,2.797637,-0.617799
24012,327,129,198,-69,2.407956,2.185829,2.552675,-0.366846
797,216,142,74,68,0.992261,0.995861,0.985354,0.010507
3703,308,188,120,68,2.329175,2.595806,1.911453,0.684353
3904,142,37,105,-68,2.543411,1.736377,2.827794,-1.091417
4846,346,139,207,-68,1.683097,1.696646,1.673997,0.022649
5979,118,25,93,-68,1.305458,0.7136,1.46456,-0.75096
7409,798,365,433,-68,2.57124,2.412722,2.704865,-0.292143
7957,602,267,335,-68,2.853106,2.584292,3.067354,-0.483062
8521,198,65,133,-68,1.951121,1.549307,2.147497,-0.59819
8540,134,33,101,-68,1.222386,0.927422,1.318761,-0.391339
8964,664,298,366,-68,2.043692,1.855373,2.197022,-0.341649
12267,392,162,230,-68,3.281406,2.995285,3.482934,-0.48765
12788,296,114,182,-68,1.263711,1.283751,1.251158,0.032594
13310,116,24,92,-68,0.900457,0.660057,0.96317,-0.303113
13402,454,193,261,-68,2.521279,2.557578,2.494438,0.063139
14011,186,127,59,68,1.900247,2.289377,1.06263,1.226747
15735,638,285,353,-68,2.302008,2.193769,2.389397,-0.195628
18410,628,280,348,-68,1.76203,1.730007,1.787796,-0.057788
18951,398,233,165,68,1.414399,1.537168,1.241035,0.296133
18988,304,118,186,-68,1.551598,1.453111,1.614079,-0.160967
19948,302,117,185,-68,1.564224,1.298968,1.731981,-0.433013
20325,142,37,105,-68,1.387887,1.148614,1.472203,-0.323589
3249,261,164,97,67,2.021169,2.234346,1.660746,0.5736
5057,343,138,205,-67,3.434608,3.046888,3.69561,-0.648721
7953,93,80,13,67,1.331004,1.425616,0.748778,0.676838
10421,147,40,107,-67,1.240592,1.156033,1.272203,-0.11617
13000,421,177,244,-67,2.223433,2.216233,2.228657,-0.012424
14303,427,180,247,-67,1.915934,1.92839,1.906856,0.021534
15355,489,211,278,-67,1.448576,1.280668,1.576016,-0.295348
17022,169,51,118,-67,1.853751,1.585955,1.969494,-0.383539
18489,163,48,115,-67,1.617936,1.379493,1.71746,-0.337966
19281,163,115,48,67,3.013979,3.02842,2.979381,0.049038
21966,351,142,209,-67,1.849903,2.244708,1.581662,0.663046
22182,205,69,136,-67,1.932079,1.50992,2.146263,-0.636343
22644,419,176,243,-67,3.148774,2.947913,3.294254,-0.34634
23288,99,83,16,67,0.886256,0.979953,0.400205,0.579748
23305,321,127,194,-67,1.396981,1.172173,1.544148,-0.371975
23824,301,117,184,-67,2.716302,2.495836,2.85649,-0.360653
24006,353,143,210,-67,1.379063,1.345563,1.401874,-0.056311
478,238,86,152,-66,1.170557,1.073238,1.22562,-0.152382
1274,144,105,39,66,1.638643,1.704801,1.460523,0.244278
2079,360,213,147,66,2.226765,2.124919,2.374337,-0.249418
5731,184,59,125,-66,1.380037,1.0033,1.557858,-0.554558
6144,300,183,117,66,1.181058,1.177001,1.187403,-0.010402
8631,92,79,13,66,1.461471,1.590575,0.676917,0.913658
19659,288,177,111,66,2.190335,2.474248,1.73761,0.736638
21451,204,69,135,-66,1.186595,1.140312,1.21025,-0.069938
21485,172,119,53,66,1.961779,2.01481,1.842707,0.172103
1007,859,397,462,-65,2.74927,2.632294,2.849788,-0.217494
1273,411,173,238,-65,0.99785,1.0256,0.977678,0.047921
2385,73,4,69,-65,0.821501,0.262125,0.853928,-0.591803
3050,239,87,152,-65,2.56776,2.454753,2.632442,-0.177689
4509,315,125,190,-65,1.696716,1.923037,1.547821,0.375216
8352,253,159,94,65,1.232598,1.430726,0.897467,0.533259
8906,115,25,90,-65,0.846498,0.618754,0.90976,-0.291007
11210,181,58,123,-65,1.507026,1.18898,1.656999,-0.468019
13224,127,31,96,-65,0.781082,0.554258,0.854327,-0.300069
14594,267,166,101,65,1.817364,2.040035,1.451389,0.588646
16268,283,109,174,-65,1.902264,1.524937,2.138636,-0.613699
17241,259,97,162,-65,1.1081,0.876617,1.246704,-0.370087
18176,173,119,54,65,1.744684,1.887508,1.42994,0.457568
18838,419,177,242,-65,2.036354,1.760289,2.238269,-0.47798
20383,177,56,121,-65,1.121066,1.065321,1.146866,-0.081545
20668,523,229,294,-65,1.608764,1.503944,1.69041,-0.186466
22330,235,85,150,-65,1.671386,1.581873,1.722109,-0.140236
23084,355,145,210,-65,2.237708,1.666822,2.631891,-0.965069
23860,331,198,133,65,2.324073,2.585402,1.935028,0.650374
1315,134,35,99,-64,1.911718,1.30714,2.125457,-0.818317
2896,120,28,92,-64,0.727599,0.429697,0.818264,-0.388568
5570,72,4,68,-64,1.440431,0.31157,1.506834,-1.195264
6039,562,249,313,-64,2.533405,2.478523,2.577065,-0.098542
6065,162,49,113,-64,1.282969,1.02402,1.395257,-0.371237
6484,168,52,116,-64,2.185662,2.207378,2.175927,0.031451
8252,70,3,67,-64,0.531461,0.344669,0.539824,-0.195156
11801,548,242,306,-64,1.577135,1.52472,1.618588,-0.093868
12530,162,113,49,64,1.903793,2.021898,1.631427,0.390471
13440,214,75,139,-64,1.382629,1.434054,1.354882,0.079172
13800,240,152,88,64,3.274756,3.410329,3.040584,0.369745
17350,452,194,258,-64,1.484336,1.496723,1.475023,0.0217
19907,124,30,94,-64,2.332757,1.904545,2.46942,-0.564875
22697,248,92,156,-64,1.6864,1.496081,1.79864,-0.30256
403,321,129,192,-63,2.524115,2.526108,2.522776,0.003331
2761,65,64,1,63,1.461052,1.481937,0.124412,1.357525
3935,693,378,315,63,2.06866,2.291666,1.801053,0.490613
5224,257,97,160,-63,2.708491,2.437125,2.873007,-0.435882
5995,181,122,59,63,1.320669,1.503584,0.942437,0.561147
7470,139,38,101,-63,1.30408,0.979541,1.426183,-0.446642
8641,135,99,36,63,1.214997,1.332773,0.891112,0.441661
9472,159,48,111,-63,2.351902,1.960225,2.521276,-0.561052
10731,309,186,123,63,1.65623,1.795279,1.445962,0.349316
11415,131,34,97,-63,2.194218,1.734042,2.355516,-0.621474
13473,269,166,103,63,2.184088,2.477575,1.711089,0.766485
15005,389,226,163,63,2.034668,2.120718,1.915359,0.205358
15890,321,129,192,-63,2.213769,1.837796,2.466375,-0.628579
23476,77,70,7,63,1.180895,1.174828,1.241561,-0.066733
4485,100,19,81,-62,1.198459,0.699249,1.315558,-0.616308
6382,90,14,76,-62,1.222296,0.936465,1.274949,-0.338484
7897,400,231,169,62,2.626693,2.773506,2.42602,0.347486
8816,214,76,138,-62,2.968346,2.506541,3.222673,-0.716132
9510,138,38,100,-62,2.650745,1.699876,3.012075,-1.312199
19682,600,269,331,-62,3.916693,3.822354,3.993363,-0.171009
20602,184,61,123,-62,1.116457,0.979773,1.184243,-0.20447
21936,138,38,100,-62,1.06397,0.696738,1.203519,-0.506781
22025,448,193,255,-62,2.138017,2.034471,2.216387,-0.181916
22901,180,121,59,62,1.595009,1.613283,1.557533,0.055749
319,193,127,66,61,1.825726,2.124759,1.250312,0.874447
673,115,27,88,-61,1.275484,0.816598,1.416278,-0.59968
921,739,400,339,61,6.621498,5.774366,7.621063,-1.846697
3997,159,49,110,-61,1.424489,1.303595,1.478341,-0.174746
6329,407,173,234,-61,1.996362,1.705081,2.211711,-0.50663
6771,75,7,68,-61,1.056766,0.321065,1.1325,-0.811435
13712,265,102,163,-61,3.037339,3.036312,3.037982,-0.00167
14259,183,61,122,-61,1.161819,0.838453,1.323501,-0.485048
15728,155,47,108,-61,1.507093,1.12499,1.673379,-0.548388
18972,133,36,97,-61,0.792466,0.722883,0.81829,-0.095407
19303,169,54,115,-61,2.18376,2.07125,2.236591,-0.16534
19601,169,54,115,-61,1.452593,1.35928,1.496409,-0.13713
21336,497,279,218,61,2.166693,2.313824,1.978393,0.335431
22418,421,180,241,-61,2.281884,2.123893,2.399886,-0.275993
24133,137,38,99,-61,1.037336,0.74441,1.149772,-0.405361
2485,180,60,120,-60,2.396905,1.656905,2.766906,-1.110002
3359,196,128,68,60,0.844571,0.886411,0.765814,0.120597
3419,174,57,117,-60,1.259348,0.788854,1.488564,-0.69971
5110,186,123,63,60,1.453454,1.46199,1.436788,0.025203
8169,552,306,246,60,2.163204,2.362151,1.915732,0.446419
8760,224,82,142,-60,1.869386,1.764424,1.929997,-0.165573
8903,84,12,72,-60,0.949055,0.895618,0.957961,-0.062343
11221,132,36,96,-60,2.349001,1.959235,2.495163,-0.535928
12608,298,119,179,-60,2.419932,2.569199,2.320698,0.248501
12932,66,63,3,60,1.811867,1.785665,2.362098,-0.576433
13678,750,405,345,60,1.655053,1.707448,1.593546,0.113902
13878,314,187,127,60,3.208767,3.550158,2.706089,0.844069
14658,468,204,264,-60,3.180899,2.603341,3.627194,-1.023853
15116,194,67,127,-60,1.330767,1.000307,1.505105,-0.504798
16058,180,60,120,-60,1.919824,1.407471,2.176001,-0.76853
18391,260,160,100,60,1.660563,1.813984,1.415088,0.398896
22580,600,270,330,-60,2.623197,2.465459,2.752256,-0.286797
24535,104,22,82,-60,1.687193,1.056991,1.856272,-0.799281
3843,191,66,125,-59,1.804927,2.157545,1.618744,0.538801
6540,211,76,135,-59,1.610259,1.674496,1.574095,0.100401
6573,245,93,152,-59,1.300514,1.084568,1.432638,-0.34807
